data_year,criminal_act_id,offense_id
2024,9,224538357
2024,9,224538358
2024,6,224538365
2024,9,224538367
2024,6,224538368
2024,9,224538369
2024,9,224538371
2024,9,224538381
2024,7,224538382
2024,9,224538389
2024,9,224538391
2024,9,224538392
2024,9,224538396
2024,9,224538402
2024,9,224538403
2024,6,224538408
2024,9,224538410
2024,9,224538413
2024,9,224538416
2024,9,224538423
2024,9,224538425
2024,9,224538431
2024,9,224538436
2024,9,224538437
2024,9,224538444
2024,9,224538447
2024,9,224538453
2024,9,224538454
2024,9,224538466
2024,6,224538467
2024,6,224538469
2024,9,224538474
2024,9,224538475
2024,9,224538479
2024,9,224538485
2024,9,224538487
2024,9,224538491
2024,5,224538494
2024,6,224538499
2024,9,224538512
2024,9,224538513
2024,9,224538519
2024,9,224538520
2024,9,224538527
2024,9,224538528
2024,9,224538530
2024,9,224538534
2024,6,226530959
2024,9,224538550
2024,9,224538556
2024,9,224538560
2024,9,224538572
2024,9,224538576
2024,1,226530966
2024,9,224538579
2024,9,226530971
2024,9,224538587
2024,9,226530974
2024,9,224538594
2024,9,226530978
2024,9,226530987
2024,9,226530988
2024,9,226530990
2024,5,226530991
2024,9,226530992
2024,9,226531001
2024,9,226531002
2024,6,226531004
2024,2,226531008
2024,2,226531011
2024,9,226531012
2024,9,226531013
2024,9,226531015
2024,9,226531017
2024,3,226531023
2024,3,226531024
2024,9,226531025
2024,9,226531029
2024,9,226531033
2024,9,226531034
2024,6,226531035
2024,9,226531039
2024,9,226531043
2024,9,226531044
2024,9,226531047
2024,9,226531049
