data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2024,58481811,,51
2024,58481812,,51
2024,58481813,,51
2024,59492075,,51
2024,58481814,,51
2024,58481815,,5
2024,58481816,,51
2024,58481817,,51
2024,58481818,,51
2024,58481819,,51
2024,58481820,,51
2024,58481821,,51
2024,58481822,,51
2024,58481823,,5
2024,59492076,,51
2024,58481824,,51
2024,58481825,,51
2024,58481826,,51
2024,58481827,,51
2024,58481828,,51
2024,58481829,,51
2024,58481830,,51
2024,58968399,,51
2024,58968400,,51
2024,58481831,,51
2024,58481832,,51
2024,58481833,,51
2024,58481834,,51
2024,58481835,,51
2024,58481836,,51
2024,58481837,,51
2024,58481838,,51
2024,58481839,,51
2024,58481840,,51
2024,58481841,,51
2024,58481842,,51
2024,58481843,,51
2024,59492077,,51
2024,58481844,,52
2024,58481845,,51
2024,58481846,,51
2024,58481847,,51
2024,58481848,,51
2024,58481849,,51
2024,58481850,,51
2024,58481851,,51
2024,58481852,,51
2024,58481853,,51
2024,58481854,,51
2024,58481855,,5
2024,58481856,,51
2024,58481857,,51
2024,58481858,,51
2024,58481859,,51
2024,58481860,,51
2024,58481861,,51
2024,58481862,,51
2024,58481863,,53
2024,58481864,,51
2024,58481865,,51
2024,58481866,,53
2024,58481867,,51
2024,58481868,,52
2024,58481869,,51
2024,58481870,,51
2024,58481871,,51
2024,58481872,,5
2024,58481873,,51
2024,58481874,,51
2024,58481875,,51
2024,58481876,,51
2024,58481877,,51
2024,58481878,,51
2024,58481879,,5
2024,58481880,,5
2024,58481882,,51
2024,58481883,,51
2024,58481884,,51
2024,58968401,,51
2024,58968402,,5
2024,58481886,,52
2024,58481887,,51
2024,58968403,,51
2024,58481888,,51
2024,58481889,,51
2024,58968404,,51
2024,58481890,,51
2024,58481891,,51
2024,58481892,,5
2024,58481893,,51
2024,58481894,,51
2024,58481895,,51
2024,58481896,,51
2024,58481897,,51
2024,58481898,,51
2024,58481899,,51
2024,58968405,,51
2024,58481900,,51
2024,60456568,,5
2024,60456569,,9
2024,60456570,,51
2024,58481901,,51
2024,58481902,,51
2024,58481903,,51
2024,58481904,,51
2024,59492079,,51
2024,58481905,,51
2024,58481906,,51
2024,58481907,,52
2024,58481908,,51
2024,58481909,,51
2024,58481910,,5
2024,58481911,,51
2024,58481912,,51
2024,58481913,,51
2024,58481914,,51
2024,58481915,,51
2024,58481916,,51
2024,58481917,,51
2024,58481918,,51
2024,58968407,,51
2024,58481919,,51
2024,58481920,,51
2024,58481921,,51
2024,58481922,,51
2024,58481923,,51
2024,58481924,,5
2024,58481925,,5
2024,58481928,,51
2024,58481929,,51
2024,58481930,,51
2024,58968408,,51
2024,58968409,,51
2024,58481931,,5
2024,58481932,,51
2024,58481933,,51
2024,59492083,,51
2024,58481934,,51
2024,58968410,,51
2024,58968411,,5
2024,58481936,,51
2024,58968412,,51
2024,58968413,,51
2024,58968414,,52
2024,58968415,,51
2024,58968416,,51
2024,58968417,,51
2024,58968418,,51
2024,58481937,,51
2024,58968419,,51
2024,59492085,,51
2024,58968420,,51
2024,58968421,,51
2024,58968422,,51
2024,58968423,,51
2024,58968424,,51
2024,58968425,,5
2024,58968426,,5
2024,58481938,,51
2024,58968427,,51
2024,58968428,,51
2024,58968429,,51
2024,58968430,,51
2024,58968431,,51
2024,58968432,,51
2024,58968433,,51
2024,58968434,,51
