data_year,weapon_id,offense_id,nibrs_weapon_id
2024,41,221004923,
2024,1,222802341,
2024,32,224542606,
2024,41,226530946,
2024,38,228616468,
2024,41,228616471,
2024,41,228616472,
2024,42,228616474,
2024,41,233864651,
2024,41,233864658,
2024,38,233864659,
2024,41,233864661,
2024,41,237567876,
2024,41,237567877,
2024,41,239621013,
2024,41,239621015,
2024,41,239621016,
2024,38,239621017,
2024,1,239621019,
2024,41,220930156,
2024,42,220930166,
2024,38,220930169,
2024,41,220930179,
2024,31,220930187,
2024,41,220930197,
2024,41,220930198,
2024,41,220930202,
2024,1,220930208,
2024,42,220930223,
2024,1,220930224,
2024,21,220930229,
2024,5,220930230,
2024,41,220930231,
2024,41,220930232,
2024,41,220930237,
2024,41,220930239,
2024,5,220930243,
2024,1,220930244,
2024,38,220930248,
2024,41,220930257,
2024,1,220930261,
2024,41,220930263,
2024,5,220930266,
2024,41,220930276,
2024,41,220930278,
2024,38,220930285,
2024,41,220930291,
2024,1,220930298,
2024,5,220930308,
2024,41,220930319,
2024,41,220930321,
2024,41,220930326,
2024,31,220930328,
2024,42,220930331,
2024,32,220930334,
2024,41,220930336,
2024,41,220930338,
2024,41,220930344,
2024,41,220930345,
2024,41,220930349,
2024,41,220930355,
2024,41,220930358,
2024,41,220930361,
2024,41,220930001,
2024,39,220930002,
2024,21,220930011,
2024,41,220930015,
2024,31,220930051,
2024,41,222895484,
2024,41,220930068,
2024,42,220930070,
2024,9,220930078,
2024,41,220930082,
2024,41,220930084,
2024,5,220930086,
2024,41,220930093,
2024,41,220930097,
2024,42,222895499,
2024,41,222895507,
2024,42,222895508,
2024,32,222895509,
2024,5,222895513,
2024,41,222895514,
2024,42,222895516,
2024,41,222895517,
2024,41,222895523,
2024,41,222895528,
2024,41,222895532,
2024,5,222895538,
2024,41,222895540,
2024,41,222895544,
2024,41,222895545,
2024,42,222895549,
2024,41,222895566,
2024,41,222895568,
2024,5,222895573,
2024,5,222895574,
2024,9,222895574,
2024,41,222895582,
2024,42,222895588,
2024,42,222895591,
2024,42,222895594,
2024,41,222895596,
2024,42,222895598,
2024,41,222895602,
2024,41,231872551,
2024,41,231872552,
2024,41,222895617,
2024,41,222895618,
2024,5,222895619,
2024,41,222895638,
2024,38,222895640,
2024,41,222895643,
2024,39,222895646,
2024,41,222895648,
2024,41,222895658,
2024,38,222895661,
2024,41,222895662,
2024,41,222895663,
2024,1,222895672,
2024,41,222895675,
2024,42,222895679,
2024,42,231872554,
2024,41,222895682,
2024,38,222895690,
2024,42,222895692,
2024,41,222895694,
2024,38,224538205,
2024,41,222895707,
2024,41,222895709,
2024,5,222895711,
2024,41,222895712,
2024,41,222895717,
2024,42,222895719,
2024,13,222895722,
2024,41,222895736,
2024,41,222895737,
2024,41,222895739,
2024,42,222895740,
2024,41,222895746,
2024,38,222895748,
2024,42,222895755,
2024,41,222895762,
2024,42,222895764,
2024,41,222895768,
2024,41,222895775,
2024,42,224538220,
2024,41,222895801,
2024,38,222895807,
2024,41,222895817,
2024,41,222895818,
2024,42,222895820,
2024,31,222895833,
2024,41,222895837,
2024,1,222895838,
2024,21,222895840,
2024,41,222895844,
2024,38,222895844,
2024,41,222895845,
2024,41,222895852,
2024,41,222895875,
2024,1,222895886,
2024,41,222895896,
2024,5,222895898,
2024,41,222895901,
2024,42,222895911,
2024,41,222895915,
2024,41,222895918,
2024,41,222895919,
2024,41,222895931,
2024,41,224538246,
2024,41,224538248,
2024,21,224538253,
2024,5,224538254,
2024,39,224538261,
2024,41,224538265,
2024,38,224538272,
2024,5,224538274,
2024,38,224538275,
2024,42,224538278,
2024,41,224538285,
2024,21,224538288,
2024,41,224538288,
2024,38,224538288,
2024,41,224538300,
2024,41,224538305,
2024,41,224538313,
2024,5,224538319,
2024,38,224538322,
2024,5,224538324,
2024,41,224538328,
2024,5,224538334,
2024,21,224538335,
2024,41,224538338,
2024,38,224538340,
2024,39,224538341,
2024,41,224538342,
2024,41,224538344,
2024,41,224538345,
2024,38,224538354,
2024,41,224538356,
2024,41,224538357,
2024,1,224538358,
2024,42,226530947,
2024,5,224538367,
2024,5,224538368,
2024,41,224538371,
2024,38,224538380,
2024,5,224538382,
2024,41,224538389,
2024,41,224538392,
2024,41,224538396,
2024,41,224538402,
2024,42,224538403,
2024,21,224538410,
2024,21,224538413,
2024,42,224538423,
2024,41,224538425,
2024,1,224538431,
2024,41,224538436,
2024,42,224538444,
2024,31,224538447,
2024,41,224538447,
2024,41,224538453,
2024,41,224538454,
2024,39,226530954,
2024,41,224538474,
2024,41,224538475,
2024,41,224538479,
2024,41,224538485,
2024,41,224538487,
2024,1,224538494,
2024,41,224538513,
2024,5,224538520,
2024,39,226530958,
2024,38,224538527,
2024,41,224538530,
2024,42,224538534,
2024,41,224538550,
2024,41,224538576,
2024,41,224538579,
2024,42,226530970,
2024,38,224538587,
2024,41,226530974,
2024,41,224538594,
2024,5,226530978,
2024,41,226530987,
2024,41,226530988,
2024,5,226530990,
2024,5,226530991,
2024,41,226531001,
2024,41,226531012,
2024,41,226531015,
2024,5,226531017,
2024,38,226531025,
2024,41,226531029,
2024,21,226531033,
2024,42,226531034,
2024,41,226531043,
2024,41,226531044,
2024,21,226531047,
2024,41,226531049,
2024,41,226531050,
2024,41,231872558,
2024,41,226531060,
2024,41,226531062,
2024,41,226531063,
2024,1,226531067,
2024,41,226531069,
2024,38,226531073,
2024,32,226531076,
2024,41,226531080,
2024,41,226531082,
2024,41,226531088,
2024,41,226531090,
2024,41,226531094,
2024,41,226531100,
2024,41,226531105,
2024,5,226531107,
2024,41,226531109,
2024,41,226531111,
2024,41,226531121,
2024,1,226531123,
2024,41,228372344,
2024,42,226531132,
2024,41,226531135,
2024,5,226531137,
2024,38,226531151,
2024,41,226531154,
2024,42,226531158,
2024,42,226531162,
2024,39,226531164,
2024,41,226531166,
2024,41,226531172,
2024,38,226531175,
2024,38,226531182,
2024,5,226531183,
2024,41,226531187,
2024,41,226531192,
2024,41,226531193,
2024,41,226531196,
2024,41,226531199,
2024,32,226531200,
2024,31,226531203,
2024,41,226531204,
2024,5,226531205,
2024,42,226531210,
2024,9,226531211,
2024,32,226531211,
2024,41,226531212,
2024,41,226531214,
2024,42,226531222,
