,county,state,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Female,Male,Total population
143,Chesterfield County,Virginia,0.057,0.065,0.068,0.071,0.055,0.121,0.14400000000000002,0.126,0.055999999999999994,0.067,0.10099999999999999,0.05,0.017,0.518,0.48200000000000004,389793.0
144,Chippewa County,Wisconsin,0.049,0.051,0.059000000000000004,0.062,0.052000000000000005,0.12300000000000001,0.135,0.11800000000000001,0.076,0.06,0.124,0.065,0.025,0.47200000000000003,0.528,67323.0
145,Chittenden County,Vermont,0.039,0.04,0.053,0.092,0.099,0.128,0.13,0.122,0.052000000000000005,0.063,0.105,0.061,0.016,0.519,0.48100000000000004,170851.0
146,Christian County,Kentucky,0.094,0.095,0.055999999999999994,0.064,0.099,0.17300000000000001,0.10800000000000001,0.09699999999999999,0.054000000000000006,0.034,0.07200000000000001,0.047,0.008,0.488,0.512,71006.0
147,Christian County,Missouri,0.06,0.069,0.067,0.066,0.055999999999999994,0.121,0.146,0.11900000000000001,0.046,0.07200000000000001,0.107,0.055,0.016,0.513,0.48700000000000004,96045.0
148,Citrus County,Florida,0.036000000000000004,0.05,0.032,0.038,0.038,0.084,0.102,0.096,0.066,0.086,0.19899999999999998,0.134,0.039,0.511,0.489,170174.0
149,Clackamas County,Oregon,0.043,0.061,0.059000000000000004,0.06,0.047,0.122,0.142,0.13,0.063,0.062,0.11800000000000001,0.068,0.023,0.501,0.499,425857.0
150,Clallam County,Washington,0.036000000000000004,0.044000000000000004,0.048,0.040999999999999995,0.035,0.106,0.11599999999999999,0.098,0.06,0.078,0.195,0.107,0.036000000000000004,0.512,0.488,77958.0
151,Clark County,Indiana,0.06,0.049,0.068,0.061,0.048,0.14800000000000002,0.147,0.11900000000000001,0.054000000000000006,0.069,0.107,0.055999999999999994,0.013999999999999999,0.511,0.489,127479.0
152,Clark County,Nevada,0.053,0.055999999999999994,0.065,0.062,0.059000000000000004,0.146,0.145,0.128,0.06,0.061,0.09699999999999999,0.054000000000000006,0.015,0.5,0.5,2398871.0
153,Clark County,Ohio,0.057999999999999996,0.06,0.061,0.065,0.053,0.121,0.11900000000000001,0.121,0.065,0.064,0.12300000000000001,0.068,0.022000000000000002,0.513,0.48700000000000004,134985.0
154,Clark County,Washington,0.053,0.057,0.067,0.061,0.059000000000000004,0.141,0.141,0.127,0.062,0.059000000000000004,0.102,0.055999999999999994,0.016,0.502,0.498,527269.0
155,Clarke County,Georgia,0.039,0.044000000000000004,0.051,0.106,0.18600000000000003,0.147,0.113,0.096,0.047,0.039,0.083,0.042,0.008,0.524,0.47600000000000003,129995.0
156,Clay County,Florida,0.05,0.061,0.07,0.071,0.05,0.126,0.13,0.131,0.06,0.069,0.109,0.055,0.018000000000000002,0.512,0.488,236760.0
157,Clay County,Minnesota,0.045,0.063,0.068,0.091,0.08900000000000001,0.132,0.142,0.11,0.044000000000000004,0.068,0.08800000000000001,0.040999999999999995,0.019,0.509,0.491,66848.0
158,Clay County,Missouri,0.055999999999999994,0.057,0.07400000000000001,0.065,0.059000000000000004,0.135,0.153,0.124,0.059000000000000004,0.057,0.09300000000000001,0.052000000000000005,0.015,0.503,0.49700000000000005,263370.0
159,Clayton County,Georgia,0.057999999999999996,0.071,0.077,0.076,0.07,0.154,0.141,0.11900000000000001,0.057999999999999996,0.059000000000000004,0.08199999999999999,0.027000000000000003,0.009000000000000001,0.5329999999999999,0.467,297703.0
160,Clearfield County,Pennsylvania,0.040999999999999995,0.047,0.054000000000000006,0.051,0.049,0.122,0.128,0.129,0.065,0.08800000000000001,0.131,0.069,0.027000000000000003,0.479,0.521,78132.0
161,Clermont County,Ohio,0.051,0.069,0.053,0.063,0.057999999999999996,0.128,0.131,0.11900000000000001,0.055,0.081,0.115,0.061,0.017,0.506,0.494,214123.0
162,Cleveland County,North Carolina,0.057999999999999996,0.062,0.059000000000000004,0.067,0.057,0.134,0.11,0.11900000000000001,0.062,0.077,0.11699999999999999,0.061,0.016,0.511,0.489,102194.0
163,Cleveland County,Oklahoma,0.046,0.055999999999999994,0.059000000000000004,0.078,0.106,0.135,0.14300000000000002,0.11199999999999999,0.046,0.059000000000000004,0.09300000000000001,0.049,0.018000000000000002,0.503,0.49700000000000005,303952.0
164,Clinton County,Michigan,0.048,0.064,0.059000000000000004,0.055,0.066,0.124,0.127,0.121,0.065,0.073,0.11699999999999999,0.066,0.017,0.51,0.49,80050.0
165,Clinton County,New York,0.040999999999999995,0.043,0.057999999999999996,0.07,0.076,0.12,0.129,0.11800000000000001,0.055999999999999994,0.085,0.122,0.064,0.019,0.484,0.516,77871.0
166,Cobb County,Georgia,0.055,0.064,0.057999999999999996,0.068,0.066,0.145,0.14300000000000002,0.135,0.057,0.065,0.087,0.045,0.013000000000000001,0.512,0.488,787538.0
167,Cochise County,Arizona,0.046,0.06,0.057999999999999996,0.049,0.054000000000000006,0.125,0.126,0.1,0.064,0.057999999999999996,0.145,0.098,0.018000000000000002,0.496,0.504,125773.0
168,Coconino County,Arizona,0.043,0.045,0.06,0.11,0.128,0.13699999999999998,0.11199999999999999,0.106,0.045,0.055,0.102,0.046,0.011000000000000001,0.508,0.49200000000000005,145161.0
169,Cole County,Missouri,0.044000000000000004,0.063,0.066,0.057999999999999996,0.069,0.13,0.13,0.125,0.071,0.051,0.114,0.063,0.016,0.483,0.517,77625.0
170,Collier County,Florida,0.042,0.037000000000000005,0.052000000000000005,0.05,0.046,0.087,0.102,0.10099999999999999,0.061,0.078,0.158,0.13699999999999998,0.048,0.509,0.491,416233.0
171,Collin County,Texas,0.057,0.063,0.075,0.071,0.06,0.135,0.162,0.145,0.057999999999999996,0.053,0.071,0.039,0.01,0.501,0.499,1254658.0
172,Columbia County,Florida,0.049,0.048,0.067,0.065,0.06,0.126,0.113,0.12300000000000001,0.065,0.06,0.13,0.078,0.013000000000000001,0.49200000000000005,0.508,73977.0
173,Columbia County,Georgia,0.055,0.062,0.077,0.068,0.062,0.113,0.153,0.136,0.055,0.054000000000000006,0.09699999999999999,0.055999999999999994,0.013000000000000001,0.508,0.49200000000000005,167472.0
174,Columbia County,Pennsylvania,0.044000000000000004,0.055,0.044000000000000004,0.078,0.10300000000000001,0.121,0.113,0.105,0.063,0.061,0.12300000000000001,0.062,0.026000000000000002,0.52,0.48,66012.0
175,Columbiana County,Ohio,0.049,0.069,0.044000000000000004,0.055999999999999994,0.053,0.109,0.12,0.126,0.06,0.08,0.138,0.073,0.021,0.494,0.506,99823.0
176,Comal County,Texas,0.055,0.065,0.057,0.055,0.06,0.113,0.13699999999999998,0.133,0.071,0.065,0.12,0.055,0.015,0.504,0.496,201628.0
177,Comanche County,Oklahoma,0.062,0.069,0.067,0.07400000000000001,0.075,0.158,0.14300000000000002,0.098,0.055,0.055,0.086,0.044000000000000004,0.013000000000000001,0.475,0.525,121396.0
178,Contra Costa County,California,0.052000000000000005,0.057999999999999996,0.063,0.065,0.057,0.11900000000000001,0.14400000000000002,0.134,0.064,0.064,0.10099999999999999,0.06,0.018000000000000002,0.508,0.49200000000000005,1172607.0
179,Cook County,Illinois,0.051,0.057,0.057999999999999996,0.062,0.064,0.159,0.141,0.12300000000000001,0.055999999999999994,0.061,0.09699999999999999,0.052000000000000005,0.019,0.512,0.488,5182617.0
180,Coryell County,Texas,0.049,0.066,0.071,0.069,0.107,0.16399999999999998,0.16,0.107,0.040999999999999995,0.040999999999999995,0.079,0.042,0.005,0.49,0.51,86370.0
181,Coweta County,Georgia,0.057,0.055,0.069,0.069,0.06,0.122,0.13,0.141,0.062,0.075,0.095,0.051,0.013999999999999999,0.515,0.485,158233.0
182,Cowlitz County,Washington,0.053,0.052000000000000005,0.075,0.067,0.048,0.126,0.13,0.11900000000000001,0.057,0.066,0.11800000000000001,0.061,0.027000000000000003,0.503,0.49700000000000005,113982.0
183,Craighead County,Arkansas,0.067,0.065,0.069,0.079,0.069,0.157,0.146,0.10400000000000001,0.040999999999999995,0.064,0.081,0.040999999999999995,0.017,0.51,0.49,115852.0
184,Craven County,North Carolina,0.051,0.046,0.07200000000000001,0.052000000000000005,0.102,0.121,0.109,0.106,0.04,0.077,0.134,0.07,0.018000000000000002,0.49700000000000005,0.503,104167.0
185,Crawford County,Pennsylvania,0.049,0.061,0.049,0.062,0.061,0.113,0.10800000000000001,0.11800000000000001,0.06,0.078,0.139,0.075,0.027000000000000003,0.502,0.498,82089.0
186,Creek County,Oklahoma,0.057,0.055,0.07200000000000001,0.069,0.057999999999999996,0.115,0.129,0.12300000000000001,0.057,0.07400000000000001,0.113,0.06,0.018000000000000002,0.506,0.494,73971.0
187,Crow Wing County,Minnesota,0.046,0.051,0.064,0.055999999999999994,0.053,0.105,0.11599999999999999,0.107,0.066,0.079,0.149,0.079,0.03,0.501,0.499,68642.0
188,Cullman County,Alabama,0.061,0.05,0.076,0.057999999999999996,0.05,0.133,0.125,0.122,0.068,0.063,0.11,0.067,0.016,0.504,0.496,92604.0
189,Cumberland County,Maine,0.043,0.055,0.048,0.055,0.055999999999999994,0.138,0.139,0.11800000000000001,0.059000000000000004,0.075,0.122,0.067,0.025,0.514,0.486,313809.0
190,Cumberland County,New Jersey,0.06,0.062,0.07400000000000001,0.064,0.069,0.129,0.145,0.11599999999999999,0.055,0.064,0.09300000000000001,0.052000000000000005,0.018000000000000002,0.484,0.516,155678.0
191,Cumberland County,North Carolina,0.07200000000000001,0.07,0.07,0.07200000000000001,0.09,0.16399999999999998,0.128,0.1,0.040999999999999995,0.057,0.084,0.04,0.012,0.507,0.493,338430.0
192,Cumberland County,Pennsylvania,0.051,0.053,0.065,0.067,0.067,0.124,0.14,0.11699999999999999,0.062,0.057999999999999996,0.107,0.061,0.027999999999999997,0.5,0.5,275516.0
193,Cumberland County,Tennessee,0.045,0.039,0.055999999999999994,0.036000000000000004,0.047,0.098,0.092,0.1,0.067,0.08199999999999999,0.191,0.125,0.021,0.521,0.479,65618.0
194,Cuyahoga County,Ohio,0.052000000000000005,0.055999999999999994,0.057,0.057999999999999996,0.06,0.14400000000000002,0.128,0.11199999999999999,0.059000000000000004,0.068,0.11900000000000001,0.06,0.026000000000000002,0.52,0.48,1240594.0
195,Dakota County,Minnesota,0.057,0.06,0.075,0.065,0.059000000000000004,0.124,0.14300000000000002,0.12300000000000001,0.059000000000000004,0.068,0.099,0.057,0.013000000000000001,0.506,0.494,453156.0
196,Dallas County,Iowa,0.062,0.075,0.073,0.065,0.059000000000000004,0.14300000000000002,0.162,0.131,0.044000000000000004,0.05,0.077,0.043,0.015,0.508,0.49200000000000005,115343.0
197,Dallas County,Texas,0.068,0.066,0.068,0.07,0.073,0.168,0.138,0.11800000000000001,0.053,0.055,0.076,0.036000000000000004,0.012,0.503,0.49700000000000005,2656028.0
198,Dane County,Wisconsin,0.048,0.055,0.053,0.071,0.10400000000000001,0.156,0.141,0.11,0.051,0.053,0.094,0.048,0.017,0.499,0.501,588347.0
199,Dauphin County,Pennsylvania,0.055999999999999994,0.059000000000000004,0.066,0.059000000000000004,0.061,0.141,0.132,0.115,0.06,0.067,0.107,0.057999999999999996,0.02,0.508,0.49200000000000005,293029.0
200,Davidson County,North Carolina,0.049,0.047,0.073,0.064,0.053,0.13,0.113,0.132,0.063,0.077,0.115,0.068,0.015,0.5,0.5,177809.0
201,Davidson County,Tennessee,0.065,0.053,0.054000000000000006,0.057,0.07400000000000001,0.203,0.15,0.109,0.05,0.052000000000000005,0.08199999999999999,0.04,0.012,0.514,0.486,729505.0
202,Daviess County,Kentucky,0.06,0.078,0.055,0.07200000000000001,0.062,0.13,0.126,0.11199999999999999,0.057999999999999996,0.066,0.106,0.06,0.016,0.504,0.496,104457.0
203,Davis County,Utah,0.065,0.078,0.08800000000000001,0.087,0.069,0.139,0.146,0.124,0.042,0.048,0.069,0.035,0.011000000000000001,0.496,0.504,378470.0
204,DeKalb County,Alabama,0.051,0.044000000000000004,0.10099999999999999,0.083,0.055,0.129,0.10800000000000001,0.11699999999999999,0.07200000000000001,0.057,0.105,0.062,0.013999999999999999,0.489,0.511,73122.0
205,DeKalb County,Georgia,0.062,0.062,0.06,0.061,0.063,0.159,0.14800000000000002,0.124,0.052000000000000005,0.064,0.08800000000000001,0.045,0.013999999999999999,0.526,0.474,770307.0
206,DeKalb County,Illinois,0.052000000000000005,0.066,0.055999999999999994,0.084,0.133,0.135,0.125,0.10099999999999999,0.055,0.046,0.08900000000000001,0.044000000000000004,0.013999999999999999,0.505,0.495,101335.0
207,DeSoto County,Mississippi,0.055999999999999994,0.059000000000000004,0.08,0.073,0.055,0.141,0.15,0.128,0.064,0.059000000000000004,0.083,0.04,0.013999999999999999,0.526,0.474,195871.0
208,Delaware County,Indiana,0.047,0.046,0.055999999999999994,0.08900000000000001,0.135,0.11599999999999999,0.105,0.111,0.045,0.073,0.099,0.061,0.017,0.519,0.48100000000000004,112951.0
209,Delaware County,Ohio,0.05,0.068,0.07400000000000001,0.071,0.062,0.092,0.155,0.149,0.061,0.061,0.091,0.053,0.013999999999999999,0.499,0.501,237966.0
210,Delaware County,Pennsylvania,0.055999999999999994,0.061,0.062,0.073,0.066,0.121,0.13699999999999998,0.11599999999999999,0.06,0.066,0.10800000000000001,0.055,0.02,0.516,0.484,584882.0
211,Denton County,Texas,0.057,0.061,0.066,0.067,0.063,0.147,0.159,0.142,0.059000000000000004,0.055999999999999994,0.075,0.038,0.01,0.504,0.496,1045120.0
212,Denver County,Colorado,0.052000000000000005,0.049,0.046,0.048,0.061,0.235,0.174,0.11599999999999999,0.046,0.044000000000000004,0.076,0.04,0.015,0.495,0.505,729019.0
213,Deschutes County,Oregon,0.043,0.052000000000000005,0.052000000000000005,0.05,0.048,0.125,0.152,0.13,0.052000000000000005,0.07,0.136,0.068,0.021,0.51,0.49,211535.0
214,District of Columbia,District of Columbia,0.055999999999999994,0.057999999999999996,0.045,0.054000000000000006,0.073,0.215,0.172,0.106,0.047,0.045,0.07200000000000001,0.043,0.013000000000000001,0.527,0.473,702250.0
215,Dodge County,Wisconsin,0.045,0.045,0.061,0.054000000000000006,0.054000000000000006,0.125,0.136,0.132,0.067,0.078,0.125,0.055999999999999994,0.023,0.475,0.525,88635.0
216,Dorchester County,South Carolina,0.059000000000000004,0.063,0.07200000000000001,0.061,0.063,0.126,0.151,0.12300000000000001,0.055999999999999994,0.067,0.095,0.05,0.013999999999999999,0.508,0.49200000000000005,174663.0
217,Dougherty County,Georgia,0.063,0.075,0.054000000000000006,0.078,0.068,0.13,0.13,0.105,0.051,0.063,0.10800000000000001,0.055,0.019,0.536,0.46399999999999997,82418.0
218,Douglas County,Colorado,0.053,0.061,0.065,0.066,0.055,0.125,0.152,0.146,0.061,0.065,0.091,0.046,0.013999999999999999,0.5,0.5,393995.0
219,Douglas County,Georgia,0.048,0.067,0.07400000000000001,0.078,0.07200000000000001,0.133,0.134,0.14,0.07,0.05,0.085,0.039,0.008,0.521,0.479,151887.0
220,Douglas County,Kansas,0.035,0.045,0.063,0.102,0.145,0.14,0.13699999999999998,0.09300000000000001,0.040999999999999995,0.049,0.092,0.047,0.01,0.496,0.504,121989.0
221,Douglas County,Nebraska,0.066,0.068,0.07200000000000001,0.07,0.068,0.145,0.142,0.114,0.052000000000000005,0.054000000000000006,0.09,0.045,0.013999999999999999,0.504,0.496,601158.0
222,Douglas County,Oregon,0.046,0.048,0.055999999999999994,0.052000000000000005,0.052000000000000005,0.11199999999999999,0.11199999999999999,0.115,0.061,0.075,0.15,0.095,0.026000000000000002,0.49700000000000005,0.503,112255.0
223,Doña Ana County,New Mexico,0.054000000000000006,0.052000000000000005,0.073,0.08199999999999999,0.10800000000000001,0.13,0.11800000000000001,0.10300000000000001,0.042,0.06,0.10099999999999999,0.057999999999999996,0.018000000000000002,0.514,0.486,229366.0
224,DuPage County,Illinois,0.054000000000000006,0.057,0.066,0.063,0.06,0.125,0.139,0.125,0.06,0.069,0.10800000000000001,0.055,0.022000000000000002,0.504,0.496,937142.0
225,Dubuque County,Iowa,0.057999999999999996,0.069,0.059000000000000004,0.061,0.07200000000000001,0.122,0.124,0.10300000000000001,0.057999999999999996,0.067,0.11599999999999999,0.057,0.032,0.508,0.49200000000000005,99242.0
226,Durham County,North Carolina,0.06,0.057999999999999996,0.047,0.06,0.075,0.18,0.14800000000000002,0.113,0.045,0.061,0.091,0.047,0.015,0.524,0.47600000000000003,343628.0
227,Dutchess County,New York,0.045,0.047,0.052000000000000005,0.069,0.068,0.11800000000000001,0.128,0.127,0.066,0.08,0.11699999999999999,0.061,0.023,0.501,0.499,299963.0
228,Duval County,Florida,0.061,0.062,0.061,0.06,0.064,0.157,0.142,0.115,0.055999999999999994,0.062,0.095,0.048,0.017,0.515,0.485,1055159.0
229,East Baton Rouge Parish,Louisiana,0.06,0.069,0.057999999999999996,0.078,0.107,0.139,0.11900000000000001,0.10400000000000001,0.046,0.055999999999999994,0.09699999999999999,0.051,0.015,0.522,0.478,453022.0
230,Eaton County,Michigan,0.048,0.06,0.052000000000000005,0.064,0.057999999999999996,0.126,0.126,0.11900000000000001,0.064,0.069,0.127,0.066,0.021,0.509,0.491,109494.0
231,Eau Claire County,Wisconsin,0.047,0.055,0.047,0.078,0.115,0.14400000000000002,0.124,0.1,0.053,0.055,0.106,0.052000000000000005,0.022000000000000002,0.503,0.49700000000000005,108830.0
232,Ector County,Texas,0.08,0.078,0.096,0.066,0.078,0.155,0.151,0.109,0.037000000000000005,0.052000000000000005,0.065,0.024,0.009000000000000001,0.484,0.516,170022.0
233,Effingham County,Georgia,0.055,0.08800000000000001,0.07400000000000001,0.067,0.051,0.124,0.146,0.142,0.057999999999999996,0.063,0.079,0.040999999999999995,0.011000000000000001,0.494,0.506,73148.0
234,El Dorado County,California,0.040999999999999995,0.054000000000000006,0.06,0.059000000000000004,0.045,0.09,0.133,0.12,0.073,0.071,0.156,0.07200000000000001,0.026000000000000002,0.506,0.494,192823.0
235,El Paso County,Colorado,0.06,0.059000000000000004,0.067,0.068,0.07400000000000001,0.16399999999999998,0.14300000000000002,0.11,0.048,0.057999999999999996,0.09,0.044000000000000004,0.013999999999999999,0.493,0.507,752772.0
236,El Paso County,Texas,0.062,0.063,0.081,0.075,0.079,0.152,0.133,0.115,0.048,0.053,0.08,0.042,0.015,0.502,0.498,875784.0
237,Elkhart County,Indiana,0.069,0.073,0.07400000000000001,0.08,0.066,0.127,0.121,0.11599999999999999,0.048,0.059000000000000004,0.10099999999999999,0.052000000000000005,0.015,0.498,0.502,207436.0
238,Ellis County,Texas,0.066,0.07,0.077,0.075,0.066,0.121,0.153,0.129,0.057999999999999996,0.054000000000000006,0.08,0.04,0.011000000000000001,0.51,0.49,232387.0
239,Elmore County,Alabama,0.044000000000000004,0.055,0.075,0.062,0.049,0.14800000000000002,0.132,0.13,0.046,0.08199999999999999,0.102,0.055999999999999994,0.018000000000000002,0.514,0.486,91042.0
240,Erie County,New York,0.05,0.055999999999999994,0.057999999999999996,0.061,0.063,0.134,0.132,0.11,0.064,0.068,0.12,0.061,0.024,0.513,0.48700000000000004,950602.0
241,Erie County,Ohio,0.044000000000000004,0.052000000000000005,0.054000000000000006,0.057999999999999996,0.073,0.10400000000000001,0.11,0.10800000000000001,0.08199999999999999,0.067,0.139,0.085,0.024,0.505,0.495,73841.0
242,Erie County,Pennsylvania,0.05,0.053,0.06,0.075,0.07,0.11900000000000001,0.125,0.111,0.066,0.06,0.124,0.059000000000000004,0.026000000000000002,0.502,0.498,267750.0
243,Escambia County,Florida,0.055,0.059000000000000004,0.055999999999999994,0.068,0.077,0.14,0.128,0.109,0.054000000000000006,0.069,0.11,0.057,0.019,0.506,0.494,331275.0
244,Essex County,Massachusetts,0.053,0.054000000000000006,0.062,0.063,0.063,0.12300000000000001,0.132,0.12,0.068,0.068,0.11199999999999999,0.062,0.02,0.514,0.486,823938.0
245,Essex County,New Jersey,0.061,0.063,0.069,0.067,0.065,0.134,0.14400000000000002,0.132,0.063,0.055999999999999994,0.085,0.048,0.013999999999999999,0.512,0.488,881527.0
246,Etowah County,Alabama,0.057,0.059000000000000004,0.064,0.057,0.055999999999999994,0.121,0.12300000000000001,0.134,0.064,0.062,0.12300000000000001,0.057999999999999996,0.022000000000000002,0.513,0.48700000000000004,103207.0
247,Fairbanks North Star Borough,Alaska,0.07200000000000001,0.052000000000000005,0.068,0.064,0.095,0.185,0.134,0.095,0.05,0.05,0.08800000000000001,0.032,0.013999999999999999,0.442,0.5579999999999999,94951.0
248,Fairfax County,Virginia,0.055,0.065,0.061,0.065,0.06,0.131,0.146,0.136,0.062,0.06,0.09,0.051,0.018000000000000002,0.501,0.499,1160925.0
249,Fairfield County,Ohio,0.057,0.062,0.07400000000000001,0.065,0.06,0.122,0.14,0.125,0.063,0.064,0.09699999999999999,0.053,0.019,0.49700000000000005,0.503,167762.0
250,Faulkner County,Arkansas,0.049,0.08199999999999999,0.062,0.073,0.109,0.145,0.124,0.113,0.055,0.049,0.079,0.046,0.013999999999999999,0.518,0.48200000000000004,131611.0
251,Fauquier County,Virginia,0.061,0.068,0.061,0.067,0.049,0.096,0.158,0.12,0.07200000000000001,0.062,0.106,0.06,0.021,0.494,0.506,75865.0
252,Fayette County,Georgia,0.032,0.057999999999999996,0.08,0.08,0.047,0.095,0.133,0.125,0.07,0.068,0.12,0.06,0.031,0.514,0.486,125107.0
253,Fayette County,Kentucky,0.055999999999999994,0.051,0.063,0.07,0.10300000000000001,0.151,0.133,0.114,0.05,0.054000000000000006,0.092,0.044000000000000004,0.019,0.51,0.49,329437.0
254,Fayette County,Pennsylvania,0.039,0.051,0.057,0.054000000000000006,0.059000000000000004,0.11699999999999999,0.11199999999999999,0.131,0.068,0.077,0.14,0.071,0.024,0.49700000000000005,0.503,123941.0
255,Flagler County,Florida,0.037000000000000005,0.033,0.049,0.055,0.049,0.094,0.087,0.113,0.09300000000000001,0.07400000000000001,0.177,0.109,0.032,0.525,0.475,136744.0
256,Flathead County,Montana,0.053,0.067,0.053,0.057999999999999996,0.052000000000000005,0.121,0.129,0.114,0.047,0.083,0.139,0.066,0.019,0.49700000000000005,0.503,114527.0
257,Florence County,South Carolina,0.06,0.066,0.062,0.083,0.061,0.115,0.122,0.122,0.055,0.066,0.111,0.061,0.016,0.531,0.469,138049.0
258,Floyd County,Georgia,0.049,0.06,0.073,0.077,0.079,0.12300000000000001,0.132,0.115,0.067,0.057999999999999996,0.096,0.057,0.013999999999999999,0.52,0.48,101390.0
259,Floyd County,Indiana,0.063,0.052000000000000005,0.069,0.061,0.053,0.13699999999999998,0.134,0.121,0.054000000000000006,0.066,0.115,0.057,0.018000000000000002,0.511,0.489,81931.0
260,Fond du Lac County,Wisconsin,0.052000000000000005,0.039,0.071,0.067,0.054000000000000006,0.11900000000000001,0.124,0.11900000000000001,0.064,0.08199999999999999,0.121,0.065,0.022000000000000002,0.5,0.5,104269.0
261,Forrest County,Mississippi,0.057999999999999996,0.069,0.059000000000000004,0.086,0.122,0.136,0.122,0.105,0.040999999999999995,0.06,0.08199999999999999,0.051,0.009000000000000001,0.516,0.484,78435.0
262,Forsyth County,Georgia,0.051,0.065,0.08199999999999999,0.075,0.051,0.099,0.171,0.156,0.07,0.05,0.073,0.043,0.015,0.505,0.495,280096.0
263,Forsyth County,North Carolina,0.057,0.061,0.062,0.07400000000000001,0.068,0.132,0.126,0.11900000000000001,0.068,0.055999999999999994,0.10300000000000001,0.057999999999999996,0.015,0.522,0.478,398143.0
264,Fort Bend County,Texas,0.057999999999999996,0.07200000000000001,0.081,0.075,0.059000000000000004,0.114,0.157,0.14300000000000002,0.057999999999999996,0.051,0.085,0.039,0.009000000000000001,0.508,0.49200000000000005,958434.0
265,Franklin County,Massachusetts,0.037000000000000005,0.040999999999999995,0.05,0.047,0.05,0.111,0.136,0.11900000000000001,0.067,0.08,0.163,0.08,0.02,0.518,0.48200000000000004,70871.0
266,Franklin County,Missouri,0.051,0.057,0.067,0.062,0.053,0.11900000000000001,0.13,0.115,0.06,0.08199999999999999,0.121,0.059000000000000004,0.024,0.501,0.499,107256.0
267,Franklin County,North Carolina,0.055999999999999994,0.06,0.06,0.06,0.05,0.132,0.13,0.13,0.071,0.06,0.111,0.069,0.011000000000000001,0.518,0.48200000000000004,79771.0
268,Franklin County,Ohio,0.063,0.064,0.064,0.067,0.067,0.172,0.147,0.114,0.047,0.057999999999999996,0.084,0.04,0.013999999999999999,0.509,0.491,1356303.0
269,Franklin County,Pennsylvania,0.055999999999999994,0.062,0.051,0.068,0.055,0.124,0.11599999999999999,0.126,0.059000000000000004,0.076,0.11699999999999999,0.063,0.027999999999999997,0.508,0.49200000000000005,159285.0
270,Franklin County,Washington,0.07,0.081,0.091,0.08800000000000001,0.087,0.124,0.146,0.115,0.043,0.045,0.067,0.033,0.01,0.485,0.515,101238.0
271,Frederick County,Maryland,0.057999999999999996,0.063,0.069,0.066,0.059000000000000004,0.11699999999999999,0.155,0.127,0.062,0.065,0.094,0.05,0.016,0.505,0.495,299317.0
272,Frederick County,Virginia,0.057,0.057,0.07200000000000001,0.053,0.053,0.122,0.147,0.10800000000000001,0.063,0.067,0.11599999999999999,0.066,0.019,0.514,0.486,98109.0
273,Fresno County,California,0.068,0.07200000000000001,0.08199999999999999,0.078,0.069,0.147,0.139,0.11,0.048,0.053,0.08,0.043,0.013000000000000001,0.499,0.501,1024125.0
274,Fulton County,Georgia,0.053,0.052000000000000005,0.061,0.068,0.067,0.16899999999999998,0.149,0.133,0.061,0.052000000000000005,0.079,0.043,0.013000000000000001,0.515,0.485,1090354.0
275,Gallatin County,Montana,0.039,0.05,0.057999999999999996,0.067,0.11800000000000001,0.171,0.138,0.121,0.048,0.046,0.08800000000000001,0.040999999999999995,0.013999999999999999,0.478,0.522,126984.0
276,Galveston County,Texas,0.055,0.055999999999999994,0.075,0.07,0.061,0.122,0.14300000000000002,0.127,0.063,0.062,0.102,0.052000000000000005,0.012,0.51,0.49,367407.0
277,Garland County,Arkansas,0.039,0.064,0.055,0.057999999999999996,0.043,0.10800000000000001,0.121,0.115,0.053,0.08199999999999999,0.152,0.091,0.019,0.522,0.478,99902.0
278,Gaston County,North Carolina,0.059000000000000004,0.063,0.059000000000000004,0.062,0.061,0.132,0.136,0.127,0.059000000000000004,0.07,0.10099999999999999,0.052000000000000005,0.017,0.51,0.49,242010.0
279,Geauga County,Ohio,0.05,0.053,0.069,0.061,0.055,0.095,0.113,0.12,0.083,0.065,0.134,0.075,0.027000000000000003,0.494,0.506,95362.0
280,Genesee County,Michigan,0.053,0.062,0.06,0.066,0.055999999999999994,0.131,0.11900000000000001,0.121,0.063,0.071,0.11699999999999999,0.063,0.018000000000000002,0.517,0.483,402279.0
281,Georgetown County,South Carolina,0.037000000000000005,0.046,0.046,0.066,0.046,0.07,0.11199999999999999,0.10099999999999999,0.07400000000000001,0.081,0.19399999999999998,0.091,0.036000000000000004,0.521,0.479,66035.0
282,Gloucester County,New Jersey,0.05,0.059000000000000004,0.059000000000000004,0.07200000000000001,0.067,0.12300000000000001,0.134,0.12300000000000001,0.069,0.064,0.107,0.055999999999999994,0.017,0.514,0.486,311783.0
283,Glynn County,Georgia,0.049,0.042,0.057,0.069,0.045,0.12300000000000001,0.11900000000000001,0.126,0.068,0.062,0.136,0.08,0.025,0.529,0.47100000000000003,86540.0
284,Grafton County,New Hampshire,0.037000000000000005,0.032,0.053,0.083,0.065,0.12300000000000001,0.114,0.10800000000000001,0.067,0.081,0.141,0.071,0.027000000000000003,0.503,0.49700000000000005,93045.0
