data_year,groupb_arrestee_id,weapon_code,weapon_id
2024,55246180,01,51
2024,55246183,01,51
2024,55246186,01,51
2024,55246188,01,51
2024,55246245,01,51
2024,55246331,01,51
2024,55246339,01,51
2024,55246396,01,51
2024,55246400,01,51
2024,55246410,01,51
2024,55246421,01,51
2024,55246422,01,51
2024,55246423,01,51
2024,55246430,01,51
2024,55246439,01,51
2024,55246458,01,51
2024,55246241,01,51
2024,55246243,01,51
2024,55246262,01,51
2024,55246263,01,51
2024,55246268,01,51
2024,55246270,01,51
2024,55246271,01,51
2024,55246283,01,51
2024,55246286,01,51
2024,55246294,01,51
2024,55246301,01,51
2024,55246303,01,51
2024,55246322,01,51
2024,55246326,01,51
2024,55246334,01,51
2024,55246341,01,51
2024,55246346,01,51
2024,55246379,01,51
2024,55246384,01,51
2024,55246406,01,51
2024,55246165,01,51
2024,55246166,01,51
2024,55246172,01,51
2024,55246176,01,51
2024,55246185,01,51
2024,55246254,01,51
2024,55246259,01,51
2024,55246395,01,51
2024,55246401,01,51
2024,55246404,01,51
2024,55246415,01,51
2024,55246416,01,51
2024,55246424,01,51
2024,55246432,01,51
2024,55246434,01,51
2024,55246435,01,51
2024,55246440,01,51
2024,55246450,01,51
2024,55246453,01,51
2024,55246455,01,51
2024,55246459,01,51
2024,55246461,01,51
2024,55246463,01,51
2024,55246169,01,51
2024,55246174,01,51
2024,55246177,01,51
2024,55246181,01,51
2024,55246184,01,51
2024,55246187,01,51
2024,55246247,01,51
2024,55246252,01,51
2024,55246257,01,51
2024,55246394,01,51
2024,55246409,01,51
2024,55246414,01,51
2024,55246419,01,51
2024,55246420,01,51
2024,55246441,01,51
2024,55246442,01,51
2024,55246454,01,51
2024,55246261,01,51
2024,55246269,01,51
2024,55246273,01,51
2024,55246291,01,51
2024,55246328,01,51
2024,55246370,01,51
2024,55246371,01,51
2024,55246385,01,51
2024,55246399,01,51
2024,55246407,01,51
2024,55246408,01,51
2024,55246242,01,51
2024,55246249,01,51
2024,55246267,01,51
2024,55246272,01,51
2024,55246276,01,51
2024,55246292,01,51
2024,55246336,01,51
2024,55246343,01,51
2024,55246380,01,51
2024,55246381,01,51
2024,55246398,01,51
2024,55246164,01,51
2024,55246170,01,51
2024,55246182,01,51
2024,55246167,01,51
2024,55246168,01,51
2024,55246175,01,51
2024,55246179,01,51
2024,55246171,01,51
2024,55246173,01,51
2024,55246264,01,51
2024,55246265,01,51
2024,55246274,01,51
2024,55246277,01,51
2024,55246278,01,51
2024,55246279,01,51
2024,55246289,01,51
2024,55246290,01,51
