data_year,victim_id,injury_id
2024,224698266,4
2024,224698489,5
2024,224697224,4
2024,224697544,4
2024,225934824,4
2024,224698269,4
2024,224698470,4
2024,224697361,4
2024,226866778,4
2024,224698351,4
2024,224697219,4
2024,224697501,4
2024,224697373,4
2024,224698396,4
2024,224698469,5
2024,224698341,8
2024,226866126,4
2024,226866023,4
2024,226866181,5
2024,226866144,8
2024,226866052,5
2024,226866186,5
2024,226866750,5
2024,226866751,5
2024,226866747,5
2024,226866019,4
2024,226865890,5
2024,226865891,5
2024,226865892,5
2024,226866060,4
2024,226865889,1
2024,226866124,4
2024,226865971,4
2024,226866096,4
2024,226865739,4
2024,226865990,4
2024,226866131,6
2024,226865979,5
2024,226866151,4
2024,226866051,4
2024,226865960,5
2024,226866005,4
2024,226866046,4
2024,226865950,4
2024,226865760,4
2024,226865742,4
2024,226865923,5
2024,226865825,5
2024,226866218,5
2024,226865978,4
2024,226865785,4
2024,226865953,4
2024,226865839,4
2024,226866212,4
2024,226866755,4
2024,226866756,4
2024,226866031,4
2024,226865899,5
2024,226866136,4
2024,226866137,4
2024,226866169,4
2024,226866050,5
2024,226865761,4
2024,226866210,4
2024,226866108,5
2024,226865837,5
2024,226865838,5
2024,226866165,4
2024,226865878,4
2024,226865777,4
2024,226865941,4
2024,226866088,5
2024,226866084,5
2024,226865814,4
2024,229180045,4
2024,226866179,4
2024,226866125,4
2024,226865827,4
2024,226866044,4
2024,226866003,4
2024,226866004,4
2024,226865922,4
2024,226865786,4
2024,226865906,4
2024,226866034,4
2024,228307483,4
2024,226865873,4
2024,228307422,4
2024,226866116,5
2024,226865942,5
2024,226866036,4
2024,226865974,4
2024,226865893,5
2024,226865821,1
2024,226865821,4
2024,226865776,5
2024,226865907,5
2024,226866776,4
2024,226866035,2
2024,226866035,4
2024,226866146,4
2024,226865824,4
2024,226866143,5
2024,229185535,5
2024,229184335,4
2024,229180054,4
2024,229463967,5
2024,229184237,4
2024,229178204,4
2024,229178305,4
2024,229178177,5
2024,229178260,4
2024,229184276,5
2024,229182494,4
2024,229184272,4
2024,229178171,4
2024,229182466,4
2024,229178244,4
2024,229184246,4
2024,229178288,4
2024,229178289,4
2024,229178191,4
2024,229184261,4
2024,229178133,5
2024,229179924,4
2024,229180059,4
2024,229180049,5
2024,229179856,4
2024,229185610,5
2024,226866149,4
2024,229178123,4
2024,229182551,4
2024,229178218,4
2024,229178218,8
2024,229184196,4
2024,229179883,4
2024,229178136,1
2024,229185541,5
2024,229184255,4
2024,229184256,5
2024,229182557,5
2024,229182558,5
2024,229182559,5
2024,229180037,5
2024,229185525,5
2024,229179929,4
2024,229182530,5
2024,229182531,5
2024,229178183,5
2024,229178297,5
2024,229182528,6
2024,229182529,4
2024,229184190,5
2024,229185532,4
2024,229185533,4
2024,229179900,4
2024,229178225,4
2024,229178226,4
2024,229178227,4
2024,229180013,5
2024,229180014,5
2024,229184329,5
2024,229182483,4
2024,229182484,4
2024,229182459,4
2024,229185501,4
2024,229182523,1
2024,229178277,4
2024,229182457,5
2024,230907197,5
2024,230907198,6
2024,229178281,4
2024,229184152,4
2024,229184212,5
2024,229463969,5
2024,229463970,5
2024,229463971,5
2024,229182542,4
2024,229182604,4
2024,229179897,5
2024,229178185,5
2024,229179937,4
2024,229179938,4
2024,229184168,4
2024,229184239,2
2024,229185569,4
2024,229178164,5
2024,229179892,4
2024,229184304,4
2024,229184297,3
2024,229184291,4
2024,229178195,4
2024,229179948,5
2024,229179949,5
2024,229178169,4
2024,229182620,4
2024,229185597,5
2024,229179914,4
2024,229179863,5
2024,229193566,4
2024,229190345,4
2024,229193686,4
2024,229193817,4
2024,229188955,4
2024,229190380,4
2024,229190381,4
2024,229189654,4
2024,229193683,2
2024,229189426,6
2024,229185650,2
2024,229189001,5
2024,229193698,4
2024,229185657,3
2024,229188930,4
2024,229190406,6
2024,229188948,4
2024,229188953,5
2024,231342624,4
2024,229188992,4
2024,229189503,5
2024,229193625,4
2024,229193690,5
2024,229189474,4
2024,229189436,4
2024,229189437,5
2024,229185624,5
2024,229193646,6
2024,229193647,6
2024,229189649,5
2024,229190336,4
2024,229189126,5
2024,229190367,5
2024,229193594,4
2024,229463965,5
2024,229463966,5
2024,229189048,4
2024,229189472,5
2024,229190322,4
2024,229189524,4
2024,229189470,4
2024,229189645,4
2024,229193700,5
2024,229193641,5
2024,229193570,6
2024,229189040,5
2024,229193752,5
2024,229193753,5
2024,229193754,5
